2026-04-03 17:16:50,129 - SovereignHub - INFO - Loading TimesFM Foundation Model from models/timesfm...
2026-04-03 17:17:10,327 - SovereignHub - INFO - Foundation Consensus: TimesFM-2.5 Nodes active.
2026-04-03 17:17:55,003 - SovereignHub - INFO - Loading TimesFM Foundation Model from models/timesfm...
2026-04-03 17:18:14,728 - SovereignHub - INFO - Foundation Consensus: TimesFM-2.5 Nodes active.
2026-04-03 17:18:14,939 - SovereignHub - INFO - Sovereign Hub v4.0 Initialized.
2026-04-03 17:18:14,939 - SovereignHub - INFO - ================================================================================
2026-04-03 17:18:14,939 - SovereignHub - INFO -   SOVEREIGN JUDGE MASTER v4.0: THE PROFESSIONAL FORENSIC HUB
2026-04-03 17:18:14,940 - SovereignHub - INFO - ================================================================================
2026-04-03 17:18:14,940 - SovereignHub - INFO - Phase Omega: Initiating Hyper-Recursion (Depth: 100)...
2026-04-03 17:18:27,513 - SovereignHub - INFO - Iteration 10: Symmetry Score 99.02%...
2026-04-03 17:18:35,651 - SovereignHub - INFO - Iteration 20: Symmetry Score 99.02%...
2026-04-03 17:18:45,582 - SovereignHub - INFO - Iteration 30: Symmetry Score 99.02%...
2026-04-03 17:18:55,598 - SovereignHub - INFO - Iteration 40: Symmetry Score 99.02%...
2026-04-03 17:19:04,190 - SovereignHub - INFO - Iteration 50: Symmetry Score 99.02%...
2026-04-03 17:19:13,509 - SovereignHub - INFO - Iteration 60: Symmetry Score 99.02%...
2026-04-03 17:19:22,967 - SovereignHub - INFO - Iteration 70: Symmetry Score 99.02%...
2026-04-03 17:19:31,555 - SovereignHub - INFO - Iteration 80: Symmetry Score 99.02%...
2026-04-03 17:19:39,517 - SovereignHub - INFO - Iteration 90: Symmetry Score 99.02%...
2026-04-03 17:19:48,800 - SovereignHub - INFO - Iteration 100: Symmetry Score 99.02%...
2026-04-03 17:19:48,800 - SovereignHub - INFO - Final Conclusion: Universal Constant successfully back-propagated.
2026-04-03 17:19:48,800 - SovereignHub - INFO - Phase Sigma: Performing 'Universal Symmetry Scan' (Fridays)...
2026-04-03 19:14:22,196 - SovereignHub - DEBUG - GUR Node (1983-08-26, Friday) with Offset 0: 8
2026-04-03 19:14:22,196 - SovereignHub - DEBUG - GUR Node (1983-09-02, Friday) with Offset 0: 4
2026-04-03 19:14:22,197 - SovereignHub - DEBUG - GUR Node (1983-09-09, Friday) with Offset 0: 6
2026-04-03 19:14:22,197 - SovereignHub - DEBUG - GUR Node (1983-09-16, Friday) with Offset 0: 8
2026-04-03 19:14:22,197 - SovereignHub - DEBUG - GUR Node (1983-09-23, Friday) with Offset 0: 1
2026-04-03 19:14:22,198 - SovereignHub - DEBUG - GUR Node (1983-09-30, Friday) with Offset 0: 3
2026-04-03 19:14:22,198 - SovereignHub - DEBUG - GUR Node (1983-10-07, Friday) with Offset 0: 7
2026-04-03 19:14:22,199 - SovereignHub - DEBUG - GUR Node (1983-10-14, Friday) with Offset 0: 0
2026-04-03 19:14:22,200 - SovereignHub - DEBUG - GUR Node (1983-10-28, Friday) with Offset 0: 4
2026-04-03 19:14:22,201 - SovereignHub - DEBUG - GUR Node (1983-11-11, Friday) with Offset 0: 2
2026-04-03 19:14:22,202 - SovereignHub - DEBUG - GUR Node (1983-11-18, Friday) with Offset 0: 4
2026-04-03 19:14:22,202 - SovereignHub - DEBUG - GUR Node (1983-11-25, Friday) with Offset 0: 6
2026-04-03 19:14:22,204 - SovereignHub - DEBUG - GUR Node (1983-12-02, Friday) with Offset 0: 1
2026-04-03 19:14:22,204 - SovereignHub - DEBUG - GUR Node (1983-12-09, Friday) with Offset 0: 3
2026-04-03 19:14:22,205 - SovereignHub - DEBUG - GUR Node (1983-12-16, Friday) with Offset 0: 5
2026-04-03 19:14:22,205 - SovereignHub - DEBUG - GUR Node (1983-12-23, Friday) with Offset 0: 7
2026-04-03 19:14:22,206 - SovereignHub - DEBUG - GUR Node (1983-12-30, Friday) with Offset 0: 0
2026-04-03 19:14:22,206 - SovereignHub - DEBUG - GUR Node (1984-01-06, Friday) with Offset 0: 7
2026-04-03 19:14:22,206 - SovereignHub - DEBUG - GUR Node (1984-01-13, Friday) with Offset 0: 0
2026-04-03 19:14:22,207 - SovereignHub - DEBUG - GUR Node (1984-01-20, Friday) with Offset 0: 2
2026-04-03 19:14:22,207 - SovereignHub - DEBUG - GUR Node (1984-01-27, Friday) with Offset 0: 4
2026-04-03 19:14:22,207 - SovereignHub - DEBUG - GUR Node (1984-02-03, Friday) with Offset 0: 0
2026-04-03 19:14:22,207 - SovereignHub - DEBUG - GUR Node (1984-02-10, Friday) with Offset 0: 2
2026-04-03 19:14:22,208 - SovereignHub - DEBUG - GUR Node (1984-02-17, Friday) with Offset 0: 4
2026-04-03 19:14:22,208 - SovereignHub - DEBUG - GUR Node (1984-02-24, Friday) with Offset 0: 6
2026-04-03 19:14:22,208 - SovereignHub - DEBUG - GUR Node (1984-03-09, Friday) with Offset 0: 2
2026-04-03 19:14:22,208 - SovereignHub - DEBUG - GUR Node (1984-03-16, Friday) with Offset 0: 4
2026-04-03 19:14:22,208 - SovereignHub - DEBUG - GUR Node (1984-03-23, Friday) with Offset 0: 6
2026-04-03 19:14:22,209 - SovereignHub - DEBUG - GUR Node (1984-03-30, Friday) with Offset 0: 8
2026-04-03 19:14:22,209 - SovereignHub - DEBUG - GUR Node (1984-04-06, Friday) with Offset 0: 4
2026-04-03 19:14:22,209 - SovereignHub - DEBUG - GUR Node (1984-04-13, Friday) with Offset 0: 6
2026-04-03 19:14:22,209 - SovereignHub - DEBUG - GUR Node (1984-04-20, Friday) with Offset 0: 8
2026-04-03 19:14:22,210 - SovereignHub - DEBUG - GUR Node (1984-04-27, Friday) with Offset 0: 1
2026-04-03 19:14:22,210 - SovereignHub - DEBUG - GUR Node (1984-05-04, Friday) with Offset 0: 5
2026-04-03 19:14:22,211 - SovereignHub - DEBUG - GUR Node (1984-05-11, Friday) with Offset 0: 7
2026-04-03 19:14:22,211 - SovereignHub - DEBUG - GUR Node (1984-05-18, Friday) with Offset 0: 0
2026-04-03 19:14:22,211 - SovereignHub - DEBUG - GUR Node (1984-05-25, Friday) with Offset 0: 2
2026-04-03 19:14:22,212 - SovereignHub - DEBUG - GUR Node (1984-06-01, Friday) with Offset 0: 7
2026-04-03 19:14:22,212 - SovereignHub - DEBUG - GUR Node (1984-06-08, Friday) with Offset 0: 0
2026-04-03 19:14:22,213 - SovereignHub - DEBUG - GUR Node (1984-06-15, Friday) with Offset 0: 2
2026-04-03 19:14:22,214 - SovereignHub - DEBUG - GUR Node (1984-06-22, Friday) with Offset 0: 4
2026-04-03 19:14:22,214 - SovereignHub - DEBUG - GUR Node (1984-06-29, Friday) with Offset 0: 6
2026-04-03 19:14:22,215 - SovereignHub - DEBUG - GUR Node (1984-07-06, Friday) with Offset 0: 1
2026-04-03 19:14:22,216 - SovereignHub - DEBUG - GUR Node (1984-07-13, Friday) with Offset 0: 3
2026-04-03 19:14:22,217 - SovereignHub - DEBUG - GUR Node (1984-07-20, Friday) with Offset 0: 5
2026-04-03 19:14:22,217 - SovereignHub - DEBUG - GUR Node (1984-07-27, Friday) with Offset 0: 7
2026-04-03 19:14:22,218 - SovereignHub - DEBUG - GUR Node (1984-08-03, Friday) with Offset 0: 3
2026-04-03 19:14:22,218 - SovereignHub - DEBUG - GUR Node (1984-08-10, Friday) with Offset 0: 5
2026-04-03 19:14:22,219 - SovereignHub - DEBUG - GUR Node (1984-08-24, Friday) with Offset 0: 0
2026-04-03 19:14:22,220 - SovereignHub - DEBUG - GUR Node (1984-09-07, Friday) with Offset 0: 7
2026-04-03 19:14:22,221 - SovereignHub - DEBUG - GUR Node (1984-09-14, Friday) with Offset 0: 0
2026-04-03 19:14:22,221 - SovereignHub - DEBUG - GUR Node (1984-09-21, Friday) with Offset 0: 2
2026-04-03 19:14:22,221 - SovereignHub - DEBUG - GUR Node (1984-09-28, Friday) with Offset 0: 4
2026-04-03 19:14:22,222 - SovereignHub - DEBUG - GUR Node (1984-10-05, Friday) with Offset 0: 8
2026-04-03 19:14:22,222 - SovereignHub - DEBUG - GUR Node (1984-10-12, Friday) with Offset 0: 1
2026-04-03 19:14:22,222 - SovereignHub - DEBUG - GUR Node (1984-10-19, Friday) with Offset 0: 3
2026-04-03 19:14:22,223 - SovereignHub - DEBUG - GUR Node (1984-11-02, Friday) with Offset 0: 1
2026-04-03 19:14:22,223 - SovereignHub - DEBUG - GUR Node (1984-11-09, Friday) with Offset 0: 3
2026-04-03 19:14:22,224 - SovereignHub - DEBUG - GUR Node (1984-11-16, Friday) with Offset 0: 5
2026-04-03 19:14:22,224 - SovereignHub - DEBUG - GUR Node (1984-11-23, Friday) with Offset 0: 7
2026-04-03 19:14:22,224 - SovereignHub - DEBUG - GUR Node (1984-11-30, Friday) with Offset 0: 0
2026-04-03 19:14:22,225 - SovereignHub - DEBUG - GUR Node (1984-12-07, Friday) with Offset 0: 4
2026-04-03 19:14:22,225 - SovereignHub - DEBUG - GUR Node (1984-12-14, Friday) with Offset 0: 6
2026-04-03 19:14:22,225 - SovereignHub - DEBUG - GUR Node (1984-12-21, Friday) with Offset 0: 8
2026-04-03 19:14:22,226 - SovereignHub - DEBUG - GUR Node (1984-12-28, Friday) with Offset 0: 1
2026-04-03 19:14:22,226 - SovereignHub - DEBUG - GUR Node (1985-01-04, Friday) with Offset 0: 8
2026-04-03 19:14:22,226 - SovereignHub - DEBUG - GUR Node (1985-01-11, Friday) with Offset 0: 1
2026-04-03 19:14:22,227 - SovereignHub - DEBUG - GUR Node (1985-01-18, Friday) with Offset 0: 3
2026-04-03 19:14:22,227 - SovereignHub - DEBUG - GUR Node (1985-01-25, Friday) with Offset 0: 5
2026-04-03 19:14:22,227 - SovereignHub - DEBUG - GUR Node (1985-02-01, Friday) with Offset 0: 1
2026-04-03 19:14:22,228 - SovereignHub - DEBUG - GUR Node (1985-02-08, Friday) with Offset 0: 3
2026-04-03 19:14:22,228 - SovereignHub - DEBUG - GUR Node (1985-02-15, Friday) with Offset 0: 5
2026-04-03 19:14:22,229 - SovereignHub - DEBUG - GUR Node (1985-02-22, Friday) with Offset 0: 7
2026-04-03 19:14:22,229 - SovereignHub - DEBUG - GUR Node (1985-03-01, Friday) with Offset 0: 0
2026-04-03 19:14:22,229 - SovereignHub - DEBUG - GUR Node (1985-03-15, Friday) with Offset 0: 4
2026-04-03 19:14:22,230 - SovereignHub - DEBUG - GUR Node (1985-03-22, Friday) with Offset 0: 6
2026-04-03 19:14:22,230 - SovereignHub - DEBUG - GUR Node (1985-03-29, Friday) with Offset 0: 8
2026-04-03 19:14:22,230 - SovereignHub - DEBUG - GUR Node (1985-04-12, Friday) with Offset 0: 6
2026-04-03 19:14:22,231 - SovereignHub - DEBUG - GUR Node (1985-04-19, Friday) with Offset 0: 8
2026-04-03 19:14:22,231 - SovereignHub - DEBUG - GUR Node (1985-04-26, Friday) with Offset 0: 1
2026-04-03 19:14:22,232 - SovereignHub - DEBUG - GUR Node (1985-05-10, Friday) with Offset 0: 7
2026-04-03 19:14:22,232 - SovereignHub - DEBUG - GUR Node (1985-05-17, Friday) with Offset 0: 0
2026-04-03 19:14:22,232 - SovereignHub - DEBUG - GUR Node (1985-05-24, Friday) with Offset 0: 2
2026-04-03 19:14:22,233 - SovereignHub - DEBUG - GUR Node (1985-05-31, Friday) with Offset 0: 4
2026-04-03 19:14:22,233 - SovereignHub - DEBUG - GUR Node (1985-06-07, Friday) with Offset 0: 0
2026-04-03 19:14:22,233 - SovereignHub - DEBUG - GUR Node (1985-06-14, Friday) with Offset 0: 2
2026-04-03 19:14:22,234 - SovereignHub - DEBUG - GUR Node (1985-06-21, Friday) with Offset 0: 4
2026-04-03 19:14:22,234 - SovereignHub - DEBUG - GUR Node (1985-06-28, Friday) with Offset 0: 6
2026-04-03 19:14:22,234 - SovereignHub - DEBUG - GUR Node (1985-07-05, Friday) with Offset 0: 1
2026-04-03 19:14:22,235 - SovereignHub - DEBUG - GUR Node (1985-07-12, Friday) with Offset 0: 3
2026-04-03 19:14:22,235 - SovereignHub - DEBUG - GUR Node (1985-07-19, Friday) with Offset 0: 5
2026-04-03 19:14:22,236 - SovereignHub - DEBUG - GUR Node (1985-07-26, Friday) with Offset 0: 7
2026-04-03 19:14:22,237 - SovereignHub - DEBUG - GUR Node (1985-08-02, Friday) with Offset 0: 3
2026-04-03 19:14:22,238 - SovereignHub - DEBUG - GUR Node (1985-08-09, Friday) with Offset 0: 5
2026-04-03 19:14:22,238 - SovereignHub - DEBUG - GUR Node (1985-08-16, Friday) with Offset 0: 7
2026-04-03 19:14:22,239 - SovereignHub - DEBUG - GUR Node (1985-08-23, Friday) with Offset 0: 0
2026-04-03 19:14:22,239 - SovereignHub - DEBUG - GUR Node (1985-08-30, Friday) with Offset 0: 2
2026-04-03 19:14:22,239 - SovereignHub - DEBUG - GUR Node (1985-09-06, Friday) with Offset 0: 7
2026-04-03 19:14:22,239 - SovereignHub - DEBUG - GUR Node (1985-09-13, Friday) with Offset 0: 0
2026-04-03 19:14:22,240 - SovereignHub - DEBUG - GUR Node (1985-09-27, Friday) with Offset 0: 4
2026-04-03 19:14:22,240 - SovereignHub - DEBUG - GUR Node (1985-10-04, Friday) with Offset 0: 8
2026-04-03 19:14:22,241 - SovereignHub - DEBUG - GUR Node (1985-10-11, Friday) with Offset 0: 1
2026-04-03 19:14:22,241 - SovereignHub - DEBUG - GUR Node (1985-10-18, Friday) with Offset 0: 3
2026-04-03 19:14:22,241 - SovereignHub - DEBUG - GUR Node (1985-11-01, Friday) with Offset 0: 1
2026-04-03 19:14:22,241 - SovereignHub - DEBUG - GUR Node (1985-11-08, Friday) with Offset 0: 3
2026-04-03 19:14:22,242 - SovereignHub - DEBUG - GUR Node (1985-11-22, Friday) with Offset 0: 7
2026-04-03 19:14:22,242 - SovereignHub - DEBUG - GUR Node (1985-11-29, Friday) with Offset 0: 0
2026-04-03 19:14:22,242 - SovereignHub - DEBUG - GUR Node (1985-12-06, Friday) with Offset 0: 4
2026-04-03 19:14:22,243 - SovereignHub - DEBUG - GUR Node (1985-12-13, Friday) with Offset 0: 6
2026-04-03 19:14:22,243 - SovereignHub - DEBUG - GUR Node (1985-12-20, Friday) with Offset 0: 8
2026-04-03 19:14:22,243 - SovereignHub - DEBUG - GUR Node (1986-01-10, Friday) with Offset 0: 1
2026-04-03 19:14:22,244 - SovereignHub - DEBUG - GUR Node (1986-01-17, Friday) with Offset 0: 3
2026-04-03 19:14:22,244 - SovereignHub - DEBUG - GUR Node (1986-01-24, Friday) with Offset 0: 5
2026-04-03 19:14:22,244 - SovereignHub - DEBUG - GUR Node (1986-01-31, Friday) with Offset 0: 7
2026-04-03 19:14:22,244 - SovereignHub - DEBUG - GUR Node (1986-02-07, Friday) with Offset 0: 3
2026-04-03 19:14:22,245 - SovereignHub - DEBUG - GUR Node (1986-02-14, Friday) with Offset 0: 5
2026-04-03 19:14:22,245 - SovereignHub - DEBUG - GUR Node (1986-02-21, Friday) with Offset 0: 7
2026-04-03 19:14:22,245 - SovereignHub - DEBUG - GUR Node (1986-03-07, Friday) with Offset 0: 2
2026-04-03 19:14:22,246 - SovereignHub - DEBUG - GUR Node (1986-03-14, Friday) with Offset 0: 4
2026-04-03 19:14:22,246 - SovereignHub - DEBUG - GUR Node (1986-03-21, Friday) with Offset 0: 6
2026-04-03 19:14:22,246 - SovereignHub - DEBUG - GUR Node (1986-04-04, Friday) with Offset 0: 4
2026-04-03 19:14:22,247 - SovereignHub - DEBUG - GUR Node (1986-04-11, Friday) with Offset 0: 6
2026-04-03 19:14:22,247 - SovereignHub - DEBUG - GUR Node (1986-04-18, Friday) with Offset 0: 8
2026-04-03 19:14:22,248 - SovereignHub - DEBUG - GUR Node (1986-04-25, Friday) with Offset 0: 1
2026-04-03 19:14:22,248 - SovereignHub - DEBUG - GUR Node (1986-05-02, Friday) with Offset 0: 5
2026-04-03 19:14:22,249 - SovereignHub - DEBUG - GUR Node (1986-05-09, Friday) with Offset 0: 7
2026-04-03 19:14:22,249 - SovereignHub - DEBUG - GUR Node (1986-05-16, Friday) with Offset 0: 0
2026-04-03 19:14:22,250 - SovereignHub - DEBUG - GUR Node (1986-05-23, Friday) with Offset 0: 2
2026-04-03 19:14:22,250 - SovereignHub - DEBUG - GUR Node (1986-05-30, Friday) with Offset 0: 4
2026-04-03 19:14:22,250 - SovereignHub - DEBUG - GUR Node (1986-06-06, Friday) with Offset 0: 0
2026-04-03 19:14:22,251 - SovereignHub - DEBUG - GUR Node (1986-06-13, Friday) with Offset 0: 2
2026-04-03 19:14:22,251 - SovereignHub - DEBUG - GUR Node (1986-06-20, Friday) with Offset 0: 4
2026-04-03 19:14:22,251 - SovereignHub - DEBUG - GUR Node (1986-06-27, Friday) with Offset 0: 6
2026-04-03 19:14:22,252 - SovereignHub - DEBUG - GUR Node (1986-07-04, Friday) with Offset 0: 1
2026-04-03 19:14:22,252 - SovereignHub - DEBUG - GUR Node (1986-07-11, Friday) with Offset 0: 3
2026-04-03 19:14:22,253 - SovereignHub - DEBUG - GUR Node (1986-07-18, Friday) with Offset 0: 5
2026-04-03 19:14:22,254 - SovereignHub - DEBUG - GUR Node (1986-07-25, Friday) with Offset 0: 7
2026-04-03 19:14:22,254 - SovereignHub - DEBUG - GUR Node (1986-08-01, Friday) with Offset 0: 3
2026-04-03 19:14:22,255 - SovereignHub - DEBUG - GUR Node (1986-08-08, Friday) with Offset 0: 5
2026-04-03 19:14:22,255 - SovereignHub - DEBUG - GUR Node (1986-08-15, Friday) with Offset 0: 7
2026-04-03 19:14:22,255 - SovereignHub - DEBUG - GUR Node (1986-08-22, Friday) with Offset 0: 0
2026-04-03 19:14:22,255 - SovereignHub - DEBUG - GUR Node (1986-08-29, Friday) with Offset 0: 2
2026-04-03 19:14:22,256 - SovereignHub - DEBUG - GUR Node (1986-09-05, Friday) with Offset 0: 7
2026-04-03 19:14:22,256 - SovereignHub - DEBUG - GUR Node (1986-09-12, Friday) with Offset 0: 0
2026-04-03 19:14:22,256 - SovereignHub - DEBUG - GUR Node (1986-09-19, Friday) with Offset 0: 2
2026-04-03 19:14:22,257 - SovereignHub - DEBUG - GUR Node (1986-09-26, Friday) with Offset 0: 4
2026-04-03 19:14:22,257 - SovereignHub - DEBUG - GUR Node (1986-10-03, Friday) with Offset 0: 8
2026-04-03 19:14:22,258 - SovereignHub - DEBUG - GUR Node (1986-10-10, Friday) with Offset 0: 1
2026-04-03 19:14:22,258 - SovereignHub - DEBUG - GUR Node (1986-10-17, Friday) with Offset 0: 3
2026-04-03 19:14:22,258 - SovereignHub - DEBUG - GUR Node (1986-10-24, Friday) with Offset 0: 5
2026-04-03 19:14:22,259 - SovereignHub - DEBUG - GUR Node (1986-10-31, Friday) with Offset 0: 7
2026-04-03 19:14:22,259 - SovereignHub - DEBUG - GUR Node (1986-11-07, Friday) with Offset 0: 3
2026-04-03 19:14:22,259 - SovereignHub - DEBUG - GUR Node (1986-11-14, Friday) with Offset 0: 5
2026-04-03 19:14:22,260 - SovereignHub - DEBUG - GUR Node (1986-11-21, Friday) with Offset 0: 7
2026-04-03 19:14:22,260 - SovereignHub - DEBUG - GUR Node (1986-11-28, Friday) with Offset 0: 0
2026-04-03 19:14:22,260 - SovereignHub - DEBUG - GUR Node (1986-12-05, Friday) with Offset 0: 4
2026-04-03 19:14:22,261 - SovereignHub - DEBUG - GUR Node (1986-12-12, Friday) with Offset 0: 6
2026-04-03 19:14:22,261 - SovereignHub - DEBUG - GUR Node (1986-12-19, Friday) with Offset 0: 8
2026-04-03 19:14:22,261 - SovereignHub - DEBUG - GUR Node (1986-12-26, Friday) with Offset 0: 1
2026-04-03 19:14:22,262 - SovereignHub - DEBUG - GUR Node (1987-01-02, Friday) with Offset 0: 8
2026-04-03 19:14:22,262 - SovereignHub - DEBUG - GUR Node (1987-01-09, Friday) with Offset 0: 1
2026-04-03 19:14:22,263 - SovereignHub - DEBUG - GUR Node (1987-01-23, Friday) with Offset 0: 5
2026-04-03 19:14:22,263 - SovereignHub - DEBUG - GUR Node (1987-01-30, Friday) with Offset 0: 7
2026-04-03 19:14:22,264 - SovereignHub - DEBUG - GUR Node (1987-02-06, Friday) with Offset 0: 3
2026-04-03 19:14:22,264 - SovereignHub - DEBUG - GUR Node (1987-02-13, Friday) with Offset 0: 5
2026-04-03 19:14:22,265 - SovereignHub - DEBUG - GUR Node (1987-02-20, Friday) with Offset 0: 7
2026-04-03 19:14:22,265 - SovereignHub - DEBUG - GUR Node (1987-02-27, Friday) with Offset 0: 0
2026-04-03 19:14:22,266 - SovereignHub - DEBUG - GUR Node (1987-03-06, Friday) with Offset 0: 2
2026-04-03 19:14:22,266 - SovereignHub - DEBUG - GUR Node (1987-03-13, Friday) with Offset 0: 4
2026-04-03 19:14:22,266 - SovereignHub - DEBUG - GUR Node (1987-03-20, Friday) with Offset 0: 6
2026-04-03 19:14:22,267 - SovereignHub - DEBUG - GUR Node (1987-03-27, Friday) with Offset 0: 8
2026-04-03 19:14:22,267 - SovereignHub - DEBUG - GUR Node (1987-04-03, Friday) with Offset 0: 4
2026-04-03 19:14:22,267 - SovereignHub - DEBUG - GUR Node (1987-04-10, Friday) with Offset 0: 6
2026-04-03 19:14:22,267 - SovereignHub - DEBUG - GUR Node (1987-04-17, Friday) with Offset 0: 8
2026-04-03 19:14:22,268 - SovereignHub - DEBUG - GUR Node (1987-04-24, Friday) with Offset 0: 1
2026-04-03 19:14:22,268 - SovereignHub - DEBUG - GUR Node (1987-05-01, Friday) with Offset 0: 5
2026-04-03 19:14:22,268 - SovereignHub - DEBUG - GUR Node (1987-05-08, Friday) with Offset 0: 7
2026-04-03 19:14:22,270 - SovereignHub - DEBUG - GUR Node (1987-05-15, Friday) with Offset 0: 0
2026-04-03 19:14:22,270 - SovereignHub - DEBUG - GUR Node (1987-05-22, Friday) with Offset 0: 2
2026-04-03 19:14:22,271 - SovereignHub - DEBUG - GUR Node (1987-05-29, Friday) with Offset 0: 4
2026-04-03 19:14:22,271 - SovereignHub - DEBUG - GUR Node (1987-06-05, Friday) with Offset 0: 0
2026-04-03 19:14:22,271 - SovereignHub - DEBUG - GUR Node (1987-06-12, Friday) with Offset 0: 2
2026-04-03 19:14:22,271 - SovereignHub - DEBUG - GUR Node (1987-06-19, Friday) with Offset 0: 4
2026-04-03 19:14:22,272 - SovereignHub - DEBUG - GUR Node (1987-06-26, Friday) with Offset 0: 6
2026-04-03 19:14:22,272 - SovereignHub - DEBUG - GUR Node (1987-07-03, Friday) with Offset 0: 1
2026-04-03 19:14:22,272 - SovereignHub - DEBUG - GUR Node (1987-07-10, Friday) with Offset 0: 3
2026-04-03 19:14:22,272 - SovereignHub - DEBUG - GUR Node (1987-07-17, Friday) with Offset 0: 5
2026-04-03 19:14:22,273 - SovereignHub - DEBUG - GUR Node (1987-07-24, Friday) with Offset 0: 7
2026-04-03 19:14:22,273 - SovereignHub - DEBUG - GUR Node (1987-07-31, Friday) with Offset 0: 0
2026-04-03 19:14:22,273 - SovereignHub - DEBUG - GUR Node (1987-08-07, Friday) with Offset 0: 5
2026-04-03 19:14:22,273 - SovereignHub - DEBUG - GUR Node (1987-08-14, Friday) with Offset 0: 7
2026-04-03 19:14:22,274 - SovereignHub - DEBUG - GUR Node (1987-08-21, Friday) with Offset 0: 0
2026-04-03 19:14:22,274 - SovereignHub - DEBUG - GUR Node (1987-08-28, Friday) with Offset 0: 2
2026-04-03 19:14:22,274 - SovereignHub - DEBUG - GUR Node (1987-09-04, Friday) with Offset 0: 7
2026-04-03 19:14:22,274 - SovereignHub - DEBUG - GUR Node (1987-09-11, Friday) with Offset 0: 0
2026-04-03 19:14:22,275 - SovereignHub - DEBUG - GUR Node (1987-09-18, Friday) with Offset 0: 2
2026-04-03 19:14:22,275 - SovereignHub - DEBUG - GUR Node (1987-09-25, Friday) with Offset 0: 4
2026-04-03 19:14:22,275 - SovereignHub - DEBUG - GUR Node (1987-10-02, Friday) with Offset 0: 8
2026-04-03 19:14:22,275 - SovereignHub - DEBUG - GUR Node (1987-10-09, Friday) with Offset 0: 1
2026-04-03 19:14:22,276 - SovereignHub - DEBUG - GUR Node (1987-10-16, Friday) with Offset 0: 3
2026-04-03 19:14:22,276 - SovereignHub - DEBUG - GUR Node (1987-10-30, Friday) with Offset 0: 7
2026-04-03 19:14:22,276 - SovereignHub - DEBUG - GUR Node (1987-11-06, Friday) with Offset 0: 3
2026-04-03 19:14:22,276 - SovereignHub - DEBUG - GUR Node (1987-11-13, Friday) with Offset 0: 5
2026-04-03 19:14:22,277 - SovereignHub - DEBUG - GUR Node (1987-11-20, Friday) with Offset 0: 7
2026-04-03 19:14:22,277 - SovereignHub - DEBUG - GUR Node (1987-11-27, Friday) with Offset 0: 0
2026-04-03 19:14:22,277 - SovereignHub - DEBUG - GUR Node (1987-12-04, Friday) with Offset 0: 4
2026-04-03 19:14:22,278 - SovereignHub - DEBUG - GUR Node (1987-12-11, Friday) with Offset 0: 6
2026-04-03 19:14:22,278 - SovereignHub - DEBUG - GUR Node (1987-12-18, Friday) with Offset 0: 8
2026-04-03 19:14:22,278 - SovereignHub - DEBUG - GUR Node (1987-12-25, Friday) with Offset 0: 1
2026-04-03 19:14:22,278 - SovereignHub - DEBUG - GUR Node (1988-01-01, Friday) with Offset 0: 8
2026-04-03 19:14:22,279 - SovereignHub - DEBUG - GUR Node (1988-01-08, Friday) with Offset 0: 1
2026-04-03 19:14:22,279 - SovereignHub - DEBUG - GUR Node (1988-01-15, Friday) with Offset 0: 3
2026-04-03 19:14:22,279 - SovereignHub - DEBUG - GUR Node (1988-01-22, Friday) with Offset 0: 5
2026-04-03 19:14:22,280 - SovereignHub - DEBUG - GUR Node (1988-01-29, Friday) with Offset 0: 7
2026-04-03 19:14:22,280 - SovereignHub - DEBUG - GUR Node (1988-02-05, Friday) with Offset 0: 3
2026-04-03 19:14:22,281 - SovereignHub - DEBUG - GUR Node (1988-02-12, Friday) with Offset 0: 5
2026-04-03 19:14:22,281 - SovereignHub - DEBUG - GUR Node (1988-02-19, Friday) with Offset 0: 7
2026-04-03 19:14:22,281 - SovereignHub - DEBUG - GUR Node (1988-02-26, Friday) with Offset 0: 0
2026-04-03 19:14:22,282 - SovereignHub - DEBUG - GUR Node (1988-03-04, Friday) with Offset 0: 3
2026-04-03 19:14:22,282 - SovereignHub - DEBUG - GUR Node (1988-03-11, Friday) with Offset 0: 5
2026-04-03 19:14:22,282 - SovereignHub - DEBUG - GUR Node (1988-03-18, Friday) with Offset 0: 7
2026-04-03 19:14:22,283 - SovereignHub - DEBUG - GUR Node (1988-03-25, Friday) with Offset 0: 0
2026-04-03 19:14:22,283 - SovereignHub - DEBUG - GUR Node (1988-04-01, Friday) with Offset 0: 5
2026-04-03 19:14:22,283 - SovereignHub - DEBUG - GUR Node (1988-04-08, Friday) with Offset 0: 7
2026-04-03 19:14:22,283 - SovereignHub - DEBUG - GUR Node (1988-04-15, Friday) with Offset 0: 0
2026-04-03 19:14:22,284 - SovereignHub - DEBUG - GUR Node (1988-04-22, Friday) with Offset 0: 2
2026-04-03 19:14:22,284 - SovereignHub - DEBUG - GUR Node (1988-04-29, Friday) with Offset 0: 4
2026-04-03 19:14:22,284 - SovereignHub - DEBUG - GUR Node (1988-05-06, Friday) with Offset 0: 8
2026-04-03 19:14:22,284 - SovereignHub - DEBUG - GUR Node (1988-05-13, Friday) with Offset 0: 1
2026-04-03 19:14:22,285 - SovereignHub - DEBUG - GUR Node (1988-05-27, Friday) with Offset 0: 5
2026-04-03 19:14:22,285 - SovereignHub - DEBUG - GUR Node (1988-06-03, Friday) with Offset 0: 1
